job_id,title,role_category,seniority,company,company_tier,industry,location,remote_type,is_remote,salary_min,salary_max,salary_midpoint,skills,num_skills_required,yoe_min,yoe_max,education_required,visa_sponsorship,benefits,description_snippet,source,date_posted,days_since_posted,growth_trend,company_size_tier,scraped_at
1e63155f-7a6,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,IBM,Enterprise,Gaming,"Washington, DC",On-site,False,,,95000,Looker|SQL|DAX|Power BI|Snowflake,5,2,4,No Degree Required,No,Health Insurance|Stock Options / RSUs|Unlimited PTO|Free Meals|401k Match,"We are looking for a Entry Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, DAX, Power BI, Snowflake. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-11,11,declining,Enterprise,2026-03-22T19:50:30
22561fd0-f95,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,DataFlow Inc,Startup,E-commerce,"Denver, CO",Remote,True,188000,231000,210000,SQL|Databricks|scikit-learn|R,4,10,13,No Degree Required,Yes,401k Match|Learning Budget|Stock Options / RSUs|Unlimited PTO,"We are looking for a Staff/Lead Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Databricks, scikit-learn, R. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-17,5,stable,Startup,2026-03-22T19:50:30
b6f14c77-2a4,Data Scientist,Data Scientist,Mid Level,Accenture,Enterprise,Healthcare/BioTech,"Atlanta, GA",On-site,False,106000,129000,115000,Docker|SQL|scikit-learn|Statistics|Databricks|A/B Testing|R|Python,8,5,8,Bachelor's Degree,No,Unlimited PTO|401k Match|Learning Budget|Health Insurance,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, scikit-learn, Statistics, Databricks, A/B Testing. This is a On-site position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-16,34,stable,Enterprise,2026-03-22T19:50:30
b115b989-dc1,Data Platform Engineer,Data Platform Engineer,Mid Level,Splunk,Mid-market,Gaming,"San Francisco, CA",Remote,True,188000,212000,200000,AWS|Docker|SQL|Git|Kubernetes|Kafka|Helm|Python,8,3,5,PhD Preferred,No,401k Match|Stock Options / RSUs|Learning Budget|Gym Membership|Mental Health Benefits|Health Insurance,"We are looking for a Mid Level Data Platform Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Docker, SQL, Git, Kubernetes, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-01-22,59,high,Mid-market,2026-03-22T19:50:30
ec02dc3b-64c,Senior AI/LLM Engineer,AI/LLM Engineer,Senior,SAP,Enterprise,Gaming,"San Francisco, CA",Hybrid,False,,,475000,Weaviate|PyTorch|LangChain|RAG|Vector Databases|OpenAI API,6,6,8,PhD Preferred,No,Free Meals|401k Match|Health Insurance|Remote Work Stipend|Unlimited PTO,"We are looking for a Senior AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weaviate, PyTorch, LangChain, RAG, Vector Databases, OpenAI API. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-20,2,explosive,Enterprise,2026-03-22T19:50:30
87d6c9d3-d13,Machine Learning Engineer,Machine Learning Engineer,Mid Level,VectorSearch Co,Startup,Logistics/Supply Chain,"Miami, FL",Remote,True,,,195000,AWS SageMaker|Weights & Biases|MLflow|PyTorch|GCP Vertex AI|Kubernetes|Databricks,7,5,7,Bachelor's Degree,Yes,Stock Options / RSUs|Parental Leave|Free Meals,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, Weights & Biases, MLflow, PyTorch, GCP Vertex AI, Kubernetes. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-09,72,very_high,Startup,2026-03-22T19:50:30
2688f324-ba4,Machine Learning Engineer,Machine Learning Engineer,Mid Level,dbt Labs,Scale-up,AdTech/MarTech,"Los Angeles, CA",Remote,True,215000,277000,240000,PyTorch|MLflow|Ray|Python,4,3,5,No Degree Required,Yes,Mental Health Benefits|401k Match|Stock Options / RSUs|Parental Leave|Unlimited PTO,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, MLflow, Ray, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-07,15,very_high,Scale-up,2026-03-22T19:50:30
f10327c7-07b,Data Analyst,Data Analyst,Mid Level,Target,Enterprise,AI/ML Platform,"San Francisco, CA",Hybrid,False,95000,111000,105000,Looker|SQL|Tableau|Snowflake|Python,5,5,6,Bachelor's Degree,No,Stock Options / RSUs|401k Match|Free Meals,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Tableau, Snowflake, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-04,18,stable,Enterprise,2026-03-22T19:50:30
3808dad1-98c,AI/LLM Engineer,AI/LLM Engineer,Mid Level,VectorSearch Co,Startup,EdTech,"Denver, CO",Hybrid,False,,,235000,PyTorch|GCP|LangChain|OpenAI API|Python,5,3,6,Bachelor's Degree,Yes,Health Insurance|Stock Options / RSUs|Gym Membership|Remote Work Stipend|Unlimited PTO|Learning Budget|Parental Leave,"We are looking for a Mid Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, GCP, LangChain, OpenAI API, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2025-11-08,134,explosive,Startup,2026-03-22T19:50:30
008151e2-6c4,Senior Data Engineer,Data Engineer,Senior,Meta,FAANG+,Media/Streaming,"Washington, DC",Hybrid,False,,,190000,Azure|Airflow|Spark|Snowflake|Kafka|dbt,6,8,11,Bachelor's Degree,Yes,Unlimited PTO|Stock Options / RSUs|Remote Work Stipend|Gym Membership|Free Meals|Health Insurance,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, Airflow, Spark, Snowflake, Kafka, dbt. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-15,7,high,FAANG+,2026-03-22T19:50:30
e110a344-301,Business Intelligence Developer,Business Intelligence Developer,Mid Level,Mistral,Scale-up,SaaS/Cloud,"Washington, DC",Remote,True,,,175000,Data Modeling|SQL|Power BI|Snowflake|Git|Python,6,5,6,Bachelor's Degree,Possible,Remote Work Stipend|Free Meals|Stock Options / RSUs|Learning Budget|Gym Membership,"We are looking for a Mid Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Data Modeling, SQL, Power BI, Snowflake, Git, Python. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-06,16,declining,Scale-up,2026-03-22T19:50:30
cd855a51-d00,Entry Level Data Analyst,Data Analyst,Entry Level,Zendesk,Mid-market,InsurTech,"Seattle, WA",Remote,True,,,90000,Looker|SQL|Excel|Tableau|Power BI|Google Sheets|BigQuery|Git,8,0,1,No Degree Required,Yes,Stock Options / RSUs|Remote Work Stipend|Free Meals|401k Match|Gym Membership|Learning Budget|Unlimited PTO,"We are looking for a Entry Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, Google Sheets. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-06,16,stable,Mid-market,2026-03-22T19:50:30
953f69bb-cb5,Staff/Lead Machine Learning Engineer,Machine Learning Engineer,Staff/Lead,Deloitte,Enterprise,SaaS/Cloud,"New York, NY",Remote,True,377000,451000,410000,Docker|MLflow|GCP Vertex AI|TensorFlow|Kubernetes|Git,6,12,14,Bachelor's Degree,No,401k Match|Gym Membership|Health Insurance,"We are looking for a Staff/Lead Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, MLflow, GCP Vertex AI, TensorFlow, Kubernetes, Git. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-27,23,very_high,Enterprise,2026-03-22T19:50:30
cc9f0565-dd6,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,Google,FAANG+,Healthcare/BioTech,"Austin, TX",On-site,False,324000,438000,380000,AWS SageMaker|Docker|PyTorch|GCP Vertex AI|scikit-learn|Kubernetes|Git|Python,8,6,8,Bachelor's Degree,Yes,Parental Leave|Remote Work Stipend|Learning Budget|Gym Membership|Health Insurance,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS SageMaker, Docker, PyTorch, GCP Vertex AI, scikit-learn, Kubernetes. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-20,2,very_high,FAANG+,2026-03-22T19:50:30
060bdef7-c91,Principal Data Analyst,Data Analyst,Principal,dbt Labs,Scale-up,Healthcare/BioTech,"San Francisco, CA",Hybrid,False,257000,308000,280000,SQL|Tableau|BigQuery|Git|dbt|Python,6,15,16,Master's Preferred,No,Gym Membership|Unlimited PTO|Stock Options / RSUs|Remote Work Stipend,"We are looking for a Principal Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Tableau, BigQuery, Git, dbt, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-15,7,stable,Scale-up,2026-03-22T19:50:30
936eea40-186,Entry Level Analytics Engineer,Analytics Engineer,Entry Level,Goldman Sachs,Enterprise,FinTech,"Miami, FL",Hybrid,False,,,70000,SQL|Looker|Tableau|Python,4,0,2,PhD Preferred,No,Stock Options / RSUs|Unlimited PTO|Mental Health Benefits|Gym Membership,"We are looking for a Entry Level Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Looker, Tableau, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-17,5,high,Enterprise,2026-03-22T19:50:30
6ee66a73-471,Data Analyst,Data Analyst,Mid Level,Citigroup,Enterprise,Logistics/Supply Chain,"Los Angeles, CA",Hybrid,False,75000,87000,80000,Looker|SQL|Excel|Tableau|Redshift|Power BI|Git|Python,8,2,5,Bachelor's Degree,Yes,Learning Budget|Parental Leave|401k Match|Unlimited PTO|Free Meals|Stock Options / RSUs,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-02-13,37,stable,Enterprise,2026-03-22T19:50:30
24f29076-7ac,Data Analyst,Data Analyst,Mid Level,Anyscale,Scale-up,AI/ML Platform,"San Francisco, CA",Remote,True,146000,197000,170000,Looker|SQL|Excel|Redshift|Git|dbt|Python,7,3,5,Bachelor's Degree,Yes,Gym Membership|Unlimited PTO|Stock Options / RSUs|Health Insurance|Remote Work Stipend|401k Match|Free Meals,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Redshift, Git, dbt. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-01-26,55,stable,Scale-up,2026-03-22T19:50:30
e91c6861-ff7,AI/LLM Engineer,AI/LLM Engineer,Mid Level,StreamBase,Startup,AdTech/MarTech,"New York, NY",Hybrid,False,274000,338000,310000,PyTorch|GCP|LangChain|FastAPI|RAG|Vector Databases|Pinecone|OpenAI API,8,5,8,Master's Preferred,Yes,Gym Membership|Unlimited PTO|Free Meals|Mental Health Benefits|Learning Budget,"We are looking for a Mid Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in PyTorch, GCP, LangChain, FastAPI, RAG, Vector Databases. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-16,6,explosive,Startup,2026-03-22T19:50:30
daf6df86-a47,Senior Business Intelligence Developer,Business Intelligence Developer,Senior,Walmart,Enterprise,Gaming,"Denver, CO",Remote,True,127000,165000,145000,Snowflake|Power BI|Looker|Tableau,4,6,8,PhD Preferred,No,Parental Leave|Mental Health Benefits|Learning Budget|Free Meals|Unlimited PTO|Health Insurance|Stock Options / RSUs,"We are looking for a Senior Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Snowflake, Power BI, Looker, Tableau. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-13,9,declining,Enterprise,2026-03-22T19:50:30
1ef89030-f1b,Data Engineer,Data Engineer,Mid Level,Goldman Sachs,Enterprise,FinTech,"Denver, CO",Remote,True,93000,115000,100000,AWS|SQL|Airflow|GCP|Spark|Git|Kafka|Python,8,3,6,No Degree Required,Yes,Stock Options / RSUs|Health Insurance|Free Meals|401k Match,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, Airflow, GCP, Spark, Git. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-12,10,high,Enterprise,2026-03-22T19:50:30
c352766b-402,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,CVS,Enterprise,Media/Streaming,"Boston, MA",Hybrid,False,88000,107000,95000,Python|Looker|SQL|Excel|Snowflake|Tableau|Power BI|DAX|Git|Data Modeling,10,2,5,Master's Preferred,Yes,Gym Membership|401k Match|Stock Options / RSUs|Remote Work Stipend|Parental Leave|Mental Health Benefits,"We are looking for a Entry Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Python, Looker, SQL, Excel, Snowflake, Tableau. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-02-19,31,declining,Enterprise,2026-03-22T19:50:30
7d878f1d-9d6,Senior Data Engineer,Data Engineer,Senior,DeepMind,FAANG+,Cybersecurity,"Seattle, WA",Hybrid,False,,,270000,Docker|SQL|Airflow|Spark|Snowflake|Python,6,9,12,Master's Preferred,No,401k Match|Unlimited PTO|Health Insurance,"We are looking for a Senior Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, SQL, Airflow, Spark, Snowflake, Python. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-06,16,high,FAANG+,2026-03-22T19:50:30
7b88afc6-837,Staff/Lead Analytics Engineer,Analytics Engineer,Staff/Lead,Confluent,Scale-up,Logistics/Supply Chain,"Los Angeles, CA",Hybrid,False,,,350000,Looker|SQL|Airflow|Redshift|Snowflake|Databricks|dbt|Python,8,12,15,PhD Preferred,No,Stock Options / RSUs|Unlimited PTO|Parental Leave|Mental Health Benefits|Free Meals|Remote Work Stipend|Gym Membership,"We are looking for a Staff/Lead Analytics Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Airflow, Redshift, Snowflake, Databricks. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-24,57,high,Scale-up,2026-03-22T19:50:30
15ffa4ca-32a,Machine Learning Engineer,Machine Learning Engineer,Mid Level,DeepMind,FAANG+,EdTech,"San Francisco, CA",Remote,True,230000,305000,270000,Weights & Biases|MLflow|PyTorch|GCP Vertex AI|TensorFlow|scikit-learn|Python,7,2,3,Bachelor's Degree,No,Unlimited PTO|401k Match|Stock Options / RSUs|Remote Work Stipend|Learning Budget|Health Insurance|Mental Health Benefits,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, GCP Vertex AI, TensorFlow, scikit-learn. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2025-11-29,113,very_high,FAANG+,2026-03-22T19:50:30
639a98c1-949,Data Engineer,Data Engineer,Mid Level,InsightHub,Startup,AI/ML Platform,"New York, NY",Remote,True,,,100000,Azure|SQL|Airflow|GCP|Spark|Kafka|dbt|Python,8,2,3,Master's Preferred,Yes,Health Insurance|Mental Health Benefits|Remote Work Stipend|Gym Membership|Unlimited PTO|Free Meals,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Azure, SQL, Airflow, GCP, Spark, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2025-11-29,113,high,Startup,2026-03-22T19:50:30
79b284d9-2a8,Data Scientist,Data Scientist,Mid Level,Walmart,Enterprise,Gaming,"Washington, DC",Remote,True,,,175000,AWS|SQL|scikit-learn|Statistics|Snowflake|A/B Testing|R|Python,8,4,5,Bachelor's Degree,Yes,Stock Options / RSUs|Mental Health Benefits|401k Match|Free Meals,"We are looking for a Mid Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, scikit-learn, Statistics, Snowflake, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-03-18,4,stable,Enterprise,2026-03-22T19:50:30
03383c54-f74,Entry Level Data Scientist,Data Scientist,Entry Level,OpenAI,FAANG+,Cybersecurity,"Denver, CO",Remote,True,,,200000,SQL|GCP|scikit-learn|Statistics|Jupyter|Snowflake|A/B Testing|R|Python,9,1,4,Master's Preferred,Possible,401k Match|Parental Leave|Free Meals,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, GCP, scikit-learn, Statistics, Jupyter, Snowflake. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-21,29,stable,FAANG+,2026-03-22T19:50:30
f36972f5-474,Entry Level Business Intelligence Developer,Business Intelligence Developer,Entry Level,VectorSearch Co,Startup,E-commerce,"New York, NY",On-site,False,,,65000,Looker|SQL|Excel|Snowflake|Tableau|Redshift|DAX|Git|Data Modeling,9,0,1,Master's Preferred,No,401k Match|Health Insurance|Stock Options / RSUs|Remote Work Stipend|Mental Health Benefits|Unlimited PTO|Free Meals,"We are looking for a Entry Level Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Snowflake, Tableau, Redshift. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Indeed,2026-01-24,57,declining,Startup,2026-03-22T19:50:30
5cd5d200-433,Staff/Lead Business Intelligence Developer,Business Intelligence Developer,Staff/Lead,Modal,Scale-up,Cybersecurity,"Denver, CO",Remote,True,174000,239000,200000,SQL|Tableau|Power BI|BigQuery|Git|Data Modeling,6,7,8,Master's Preferred,Possible,Unlimited PTO|Health Insurance|Learning Budget|Free Meals,"We are looking for a Staff/Lead Business Intelligence Developer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Tableau, Power BI, BigQuery, Git, Data Modeling. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-18,4,declining,Scale-up,2026-03-22T19:50:30
c5fd6214-44f,Senior Machine Learning Engineer,Machine Learning Engineer,Senior,OpenAI,FAANG+,AI/ML Platform,"San Francisco, CA",Remote,True,412000,501000,475000,Docker|MLflow|PyTorch|TensorFlow|Kubernetes|Databricks|Python,7,5,7,Bachelor's Degree,No,Health Insurance|Stock Options / RSUs|Parental Leave|Learning Budget|Mental Health Benefits|Remote Work Stipend|Unlimited PTO,"We are looking for a Senior Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, MLflow, PyTorch, TensorFlow, Kubernetes, Databricks. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-02-20,30,very_high,FAANG+,2026-03-22T19:50:30
59cdbac4-a61,Staff/Lead Data Analyst,Data Analyst,Staff/Lead,Goldman Sachs,Enterprise,Gaming,"Austin, TX",On-site,False,109000,135000,115000,Looker|SQL|Excel|Tableau|Redshift|Power BI|Git|dbt|Python,9,10,12,PhD Preferred,Possible,Gym Membership|Stock Options / RSUs|Mental Health Benefits|Parental Leave,"We are looking for a Staff/Lead Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Redshift, Power BI. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-02-20,30,stable,Enterprise,2026-03-22T19:50:30
a6ec6289-050,Machine Learning Engineer,Machine Learning Engineer,Mid Level,Okta,Mid-market,FinTech,"Los Angeles, CA",Remote,True,176000,221000,200000,Weights & Biases|MLflow|PyTorch|GCP Vertex AI|TensorFlow|scikit-learn|Databricks|Python,8,5,8,PhD Preferred,Possible,401k Match|Unlimited PTO|Mental Health Benefits|Free Meals|Learning Budget|Stock Options / RSUs|Parental Leave,"We are looking for a Mid Level Machine Learning Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Weights & Biases, MLflow, PyTorch, GCP Vertex AI, TensorFlow, scikit-learn. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Glassdoor,2026-03-13,9,very_high,Mid-market,2026-03-22T19:50:30
99a91037-017,Entry Level Data Scientist,Data Scientist,Entry Level,Anyscale,Scale-up,EdTech,"Seattle, WA",Remote,True,,,210000,AWS|SQL|GCP|scikit-learn|Statistics|A/B Testing|R|Python,8,2,5,No Degree Required,Yes,Mental Health Benefits|Free Meals|Health Insurance,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, GCP, scikit-learn, Statistics, A/B Testing. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2026-03-21,1,stable,Scale-up,2026-03-22T19:50:30
513f1d70-2d4,Staff/Lead Data Scientist,Data Scientist,Staff/Lead,Databricks,Scale-up,EdTech,"Chicago, IL",Remote,True,216000,289000,245000,AWS|SQL|GCP|scikit-learn|Statistics|Git|R|Python,8,7,9,Bachelor's Degree,No,Gym Membership|Health Insurance|Parental Leave|Unlimited PTO|Mental Health Benefits,"We are looking for a Staff/Lead Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, SQL, GCP, scikit-learn, Statistics, Git. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-15,7,stable,Scale-up,2026-03-22T19:50:30
edfee22b-8dc,Senior Data Scientist,Data Scientist,Senior,Walmart,Enterprise,Media/Streaming,"Los Angeles, CA",Hybrid,False,172000,240000,200000,Docker|scikit-learn|Statistics|Jupyter|Databricks|A/B Testing|R|Python,8,5,7,No Degree Required,No,Gym Membership|Mental Health Benefits|Health Insurance|Parental Leave|Free Meals|Learning Budget,"We are looking for a Senior Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Docker, scikit-learn, Statistics, Jupyter, Databricks, A/B Testing. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-18,4,stable,Enterprise,2026-03-22T19:50:30
f7143170-4f0,Senior Data Analyst,Data Analyst,Senior,HubSpot,Mid-market,FinTech,"Austin, TX",On-site,False,,,130000,Excel|Redshift|Power BI|Google Sheets|Python,5,6,8,Bachelor's Degree,Yes,Parental Leave|Health Insurance|Stock Options / RSUs|Learning Budget|Gym Membership|Unlimited PTO,"We are looking for a Senior Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Excel, Redshift, Power BI, Google Sheets, Python. This is a On-site position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-21,1,stable,Mid-market,2026-03-22T19:50:30
c7b74f12-cd0,Data Analyst,Data Analyst,Mid Level,Monte Carlo,Scale-up,InsurTech,"Austin, TX",Hybrid,False,,,140000,Looker|SQL|Excel|Tableau|Power BI|BigQuery|Python,7,2,4,Master's Preferred,No,Free Meals|Remote Work Stipend|Unlimited PTO|Stock Options / RSUs|Parental Leave|Gym Membership|Health Insurance,"We are looking for a Mid Level Data Analyst to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in Looker, SQL, Excel, Tableau, Power BI, BigQuery. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-03-09,13,stable,Scale-up,2026-03-22T19:50:30
0bf859f6-613,Data Engineer,Data Engineer,Mid Level,Citigroup,Enterprise,AI/ML Platform,"Miami, FL",Remote,True,,,160000,SQL|Airflow|GCP|Spark|Snowflake|Kafka|dbt|Python,8,4,7,No Degree Required,No,Health Insurance|Parental Leave|Gym Membership|Free Meals|401k Match|Unlimited PTO|Learning Budget,"We are looking for a Mid Level Data Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, Airflow, GCP, Spark, Snowflake, Kafka. This is a Remote position. We offer competitive compensation and a collaborative work environment.",LinkedIn,2025-12-07,105,high,Enterprise,2026-03-22T19:50:30
0e81a269-a40,Entry Level Data Scientist,Data Scientist,Entry Level,VectorSearch Co,Startup,Healthcare/BioTech,"Chicago, IL",Remote,True,83000,113000,95000,SQL|scikit-learn|Statistics|Databricks|Git|R,6,0,2,Bachelor's Degree,No,Remote Work Stipend|Free Meals|Gym Membership|Parental Leave|Stock Options / RSUs|Mental Health Benefits,"We are looking for a Entry Level Data Scientist to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in SQL, scikit-learn, Statistics, Databricks, Git, R. This is a Remote position. We offer competitive compensation and a collaborative work environment.",Levels.fyi,2026-02-14,36,stable,Startup,2026-03-22T19:50:30
170d90f4-621,AI/LLM Engineer,AI/LLM Engineer,Mid Level,Anyscale,Scale-up,AI/ML Platform,"San Francisco, CA",Hybrid,False,344000,389000,365000,AWS|Hugging Face|PyTorch|LangChain|FastAPI|RAG|Vector Databases|Pinecone|OpenAI API|Python,10,2,3,Master's Preferred,No,Free Meals|Gym Membership|Stock Options / RSUs|401k Match,"We are looking for a Mid Level AI/LLM Engineer to join our growing team. You will work closely with cross-functional stakeholders to deliver data-driven solutions. Key requirements include proficiency in AWS, Hugging Face, PyTorch, LangChain, FastAPI, RAG. This is a Hybrid position. We offer competitive compensation and a collaborative work environment.",Company Website,2026-03-08,14,explosive,Scale-up,2026-03-22T19:50:30
